stage,layer,layer_type,layer_category,tensor_type,count,min,max,min_abs_nonzero,empirical_min_spacing,frac_zero,format,verdict,mean_rel_error,max_rel_error,frac_overflow,frac_underflow_of_nonzero,scale
middle,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,FP8_E4M3,Marginal,0.02427496091616421,1.0,0.0,0.00105,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,FP8_E5M2,Marginal,0.044435866357969735,0.11109264947671862,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,INT16,Sufficient,0.0007709534554374037,1.0,,,0.00038404680387644976
middle,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,INT8,Marginal,0.08894706914943941,1.0,,,0.09908709939070574
middle,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.269454956054688,7.205312252044678,1.6965671534308058e-08,4.656612873077393e-10,0.0,FP16,Sufficient,0.00017761306655160024,0.0005544805935841913,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.269454956054688,7.205312252044678,1.6965671534308058e-08,4.656612873077393e-10,0.0,FP8_E4M3,Marginal,0.02480327728487029,1.0,0.0,0.00105,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.269454956054688,7.205312252044678,1.6965671534308058e-08,4.656612873077393e-10,0.0,FP8_E5M2,Marginal,0.04505671805898208,0.11110658996543019,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.269454956054688,7.205312252044678,1.6965671534308058e-08,4.656612873077393e-10,0.0,INT16,Sufficient,0.0008670451252962767,1.0,,,0.00023583540434905301
middle,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.269454956054688,7.205312252044678,1.6965671534308058e-08,4.656612873077393e-10,0.0,INT8,Marginal,0.09707523363741492,1.0,,,0.06084739129374346
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.01757672056555748,0.02228306233882904,6.672317340417067e-06,1.6880221664905548e-07,0.0,FP16,Sufficient,0.00017942583464642712,0.0005099988884027971,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.01757672056555748,0.02228306233882904,6.672317340417067e-06,1.6880221664905548e-07,0.0,FP8_E4M3,Not sufficient,0.414648990545219,1.0,0.0,0.259375,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.01757672056555748,0.02228306233882904,6.672317340417067e-06,1.6880221664905548e-07,0.0,FP8_E5M2,Marginal,0.047360924263862306,1.0,0.0,0.003125,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.01757672056555748,0.02228306233882904,6.672317340417067e-06,1.6880221664905548e-07,0.0,INT16,Sufficient,0.00022933736082397007,0.01920489456108913,,,6.800458491417903e-07
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.01757672056555748,0.02228306233882904,6.672317340417067e-06,1.6880221664905548e-07,0.0,INT8,Marginal,0.05328997242728696,1.0,,,0.0001754571837703074
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-0.0008887052536010742,0.0008762478828430176,2.8014183044433594e-06,5.960464477539063e-08,0.0,FP16,Sufficient,0.00013136314119983677,0.0004861448711716091,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-0.0008887052536010742,0.0008762478828430176,2.8014183044433594e-06,5.960464477539063e-08,0.0,FP8_E4M3,Not sufficient,1.0,1.0,0.0,1.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-0.0008887052536010742,0.0008762478828430176,2.8014183044433594e-06,5.960464477539063e-08,0.0,FP8_E5M2,Not sufficient,0.07558984125560507,1.0,0.0,0.015625,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-0.0008887052536010742,0.0008762478828430176,2.8014183044433594e-06,5.960464477539063e-08,0.0,INT16,Sufficient,8.28187292041214e-05,0.002804456221847558,,,2.712195970339287e-08
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-0.0008887052536010742,0.0008762478828430176,2.8014183044433594e-06,5.960464477539063e-08,0.0,INT8,Marginal,0.024041926236198812,1.0,,,6.9976791622131825e-06
middle,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13670775294303894,0.1558486670255661,6.663472618129163e-07,2.3283064365386963e-10,0.0,FP16,Sufficient,0.00017728414631867594,0.005766928931376194,0.0,0.0,
middle,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13670775294303894,0.1558486670255661,6.663472618129163e-07,2.3283064365386963e-10,0.0,FP8_E4M3,Not sufficient,0.07528925197440542,1.0,0.0,0.02555,
middle,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13670775294303894,0.1558486670255661,6.663472618129163e-07,2.3283064365386963e-10,0.0,FP8_E5M2,Marginal,0.04542966567706832,1.0,0.0,0.00025,
middle,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13670775294303894,0.1558486670255661,6.663472618129163e-07,2.3283064365386963e-10,0.0,INT16,Sufficient,0.0004170382957188254,1.0,,,4.75626902144127e-06
