stage,layer,layer_type,layer_category,tensor_type,count,min,max,min_abs_nonzero,empirical_min_spacing,frac_zero,format,verdict,mean_rel_error,max_rel_error,frac_overflow,frac_underflow_of_nonzero,scale
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.4968973994255066,0.8603403568267822,0.4968973994255066,0.0001703500747680664,0.0,INT16,Sufficient,1.0096287708614768e-05,2.187262344596865e-05,,,2.6256305332400958e-05
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.4968973994255066,0.8603403568267822,0.4968973994255066,0.0001703500747680664,0.0,INT8,Sufficient,0.0027354148077573847,0.0057915746940369935,,,0.00677433351832112
end,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.18191088736057281,0.28354039788246155,0.0004071305156685412,0.00013393163681030273,0.0,FP16,Sufficient,0.00017537960242649904,0.00038547651969884623,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.18191088736057281,0.28354039788246155,0.0004071305156685412,0.00013393163681030273,0.0,FP8_E4M3,Not sufficient,0.040074643202107484,1.0,0.0,0.015625,
end,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.18191088736057281,0.28354039788246155,0.0004071305156685412,0.00013393163681030273,0.0,FP8_E5M2,Marginal,0.0508402935798583,0.10952854291298512,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.18191088736057281,0.28354039788246155,0.0004071305156685412,0.00013393163681030273,0.0,INT16,Sufficient,9.618982258957187e-05,0.0014750148258209344,,,8.653230319603918e-06
end,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.18191088736057281,0.28354039788246155,0.0004071305156685412,0.00013393163681030273,0.0,INT8,Marginal,0.033603351046537895,1.0,,,0.0022326015581296183
end,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,FP16,Sufficient,0.00017745010973160662,0.0004848422472254372,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,FP8_E4M3,Marginal,0.023784658231995933,1.0,0.0,0.00055,
end,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,FP8_E5M2,Marginal,0.044665420712387785,0.11108351256785735,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,INT16,Sufficient,0.0004977031857669167,1.0,,,0.0002682425626761222
end,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,INT8,Marginal,0.07834349258435236,1.0,,,0.06920869331660233
end,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.16038990020752,6.433615684509277,3.093961975508819e-09,4.656612873077393e-10,0.0,FP16,Sufficient,0.00017532990021622836,0.0004856671174848716,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.16038990020752,6.433615684509277,3.093961975508819e-09,4.656612873077393e-10,0.0,FP8_E4M3,Marginal,0.024882985223770186,1.0,0.0,0.001,
end,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.16038990020752,6.433615684509277,3.093961975508819e-09,4.656612873077393e-10,0.0,FP8_E5M2,Marginal,0.044832652633270575,0.11109519270659207,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.16038990020752,6.433615684509277,3.093961975508819e-09,4.656612873077393e-10,0.0,INT16,Sufficient,0.0006513963854357845,1.0,,,0.00019364415640637012
end,layer1.0.bn1,BatchNorm2d,batchnorm,activation,41943040,-10.16038990020752,6.433615684509277,3.093961975508819e-09,4.656612873077393e-10,0.0,INT8,Marginal,0.09579066040748625,1.0,,,0.04996171710998055
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.027484918013215065,0.017776422202587128,1.5270299627445638e-05,1.42405042424798e-07,0.0,FP16,Sufficient,0.00018328119279098205,0.0007537877596684477,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.027484918013215065,0.017776422202587128,1.5270299627445638e-05,1.42405042424798e-07,0.0,FP8_E4M3,Not sufficient,0.31921605554134497,1.0,0.0,0.1875,
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.027484918013215065,0.017776422202587128,1.5270299627445638e-05,1.42405042424798e-07,0.0,FP8_E5M2,Marginal,0.04641759852027273,0.11085214882666072,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.027484918013215065,0.017776422202587128,1.5270299627445638e-05,1.42405042424798e-07,0.0,INT16,Sufficient,0.0002158752751339791,0.011258618143750085,,,8.387987308333099e-07
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.027484918013215065,0.017776422202587128,1.5270299627445638e-05,1.42405042424798e-07,0.0,INT8,Marginal,0.05658701549763758,1.0,,,0.00021641667726940997
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-9.357929229736328e-05,0.00010824203491210938,5.960464477539063e-08,2.9802322387695312e-08,0.0,FP16,Sufficient,6.359914815224798e-06,0.0011587485515643105,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-9.357929229736328e-05,0.00010824203491210938,5.960464477539063e-08,2.9802322387695312e-08,0.0,FP8_E4M3,Not sufficient,1.0,1.0,0.0,1.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-9.357929229736328e-05,0.00010824203491210938,5.960464477539063e-08,2.9802322387695312e-08,0.0,FP8_E5M2,Not sufficient,0.4002312552295491,1.0,0.0,0.234375,
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-9.357929229736328e-05,0.00010824203491210938,5.960464477539063e-08,2.9802322387695312e-08,0.0,INT16,Sufficient,0.00014800579350082054,0.0024109622486038367,,,3.303385568166429e-09
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight_update,320,-9.357929229736328e-05,0.00010824203491210938,5.960464477539063e-08,2.9802322387695312e-08,0.0,INT8,Marginal,0.04229600789078291,1.0,,,8.522994874969242e-07
end,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13924363255500793,0.18641556799411774,1.3182501561459503e-06,4.656612873077393e-10,0.0,FP16,Sufficient,0.0001770161474409841,0.003113916896413249,0.0,0.0,
end,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13924363255500793,0.18641556799411774,1.3182501561459503e-06,4.656612873077393e-10,0.0,FP8_E4M3,Not sufficient,0.07983526461469431,1.0,0.0,0.02865,
end,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13924363255500793,0.18641556799411774,1.3182501561459503e-06,4.656612873077393e-10,0.0,FP8_E5M2,Marginal,0.04542725594269674,1.0,0.0,0.0001,
end,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13924363255500793,0.18641556799411774,1.3182501561459503e-06,4.656612873077393e-10,0.0,INT16,Sufficient,0.00039601283864924874,1.0,,,5.689125278301881e-06
end,layer1.0.conv2,Conv2d,conv,weight,36864,-0.13924363255500793,0.18641556799411774,1.3182501561459503e-06,4.656612873077393e-10,0.0,INT8,Marginal,0.06042088293942525,1.0,,,0.0014678391180639192
end,layer1.0.conv2,Conv2d,conv,input,41943040,0.0,6.433615684509277,1.2741358190737628e-08,4.656612873077393e-10,0.47407333850860595,FP16,Sufficient,9.170427665514632e-05,0.0004856671174848716,0.0,0.0,
end,layer1.0.conv2,Conv2d,conv,input,41943040,0.0,6.433615684509277,1.2741358190737628e-08,4.656612873077393e-10,0.47407333850860595,FP8_E4M3,Sufficient,0.01316541761727823,1.0,0.0,0.0012355065576886524,
end,layer1.0.conv2,Conv2d,conv,input,41943040,0.0,6.433615684509277,1.2741358190737628e-08,4.656612873077393e-10,0.47407333850860595,FP8_E5M2,Marginal,0.023558374882264633,0.11098855981924567,0.0,0.0,
end,layer1.0.conv2,Conv2d,conv,input,41943040,0.0,6.433615684509277,1.2741358190737628e-08,4.656612873077393e-10,0.47407333850860595,INT16,Sufficient,0.00019124315429694413,0.28421334504899476,,,0.00011300236631561017
end,layer1.0.conv2,Conv2d,conv,input,41943040,0.0,6.433615684509277,1.2741358190737628e-08,4.656612873077393e-10,0.47407333850860595,INT8,Marginal,0.03207035091856625,1.0,,,0.02915550029183936
